# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Jun  7 12:16:48 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00042777 -1.56000 10.04139 0.0900000036 1.0816895962    0.090 -3.187  3.4768  5.438    1  0.000  0.545     0.00     0.00 -1 -5.21e-17      0.00 7.483e-01 2.513e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 12.737 20.115 17.354 15.350 13.657 12.048 10.751 10.457 10.361
0.00042777 -1.56000 10.04139 0.0960140005 1.1369200945    0.096 -3.000  3.5036  5.387    1  0.000  0.545     0.00     0.00 -1 -8.23e-17      0.00 7.472e-01 2.524e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 12.270 18.404 16.210 14.288 12.900 11.575 10.377 9.970 9.848
0.00042777 -1.56000 10.04139 0.1000000015 1.1711064577    0.100 -2.883  3.5205  5.354    1  0.000  0.545     0.00     0.00 -1  -1.1e-16      0.00 7.465e-01 2.531e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 11.976 17.423 15.533 13.704 12.447 11.279 10.141 9.682 9.544
0.00042777 -1.56000 10.04139 0.1199999973 1.3193154335    0.120 -2.595  3.5516  5.271    1  0.000  0.545     0.00     0.00 -1 -2.13e-16      0.00 7.440e-01 2.556e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.490e-04 11.259 15.643 14.184 12.581 11.488 10.555 9.525 9.003 8.842
0.00042777 -1.56000 10.04139 0.1400000006 1.4384527206    0.140 -2.414  3.5668  5.217    1  0.000  0.545     0.00     0.00 -1 -3.19e-16      0.00 7.422e-01 2.574e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.490e-04 10.805 14.733 13.455 11.966 10.940 10.100 9.121 8.579 8.406
0.00042777 -1.56000 10.04139 0.1599999964 1.5372931957    0.160 -2.272  3.5769  5.174    1  0.000  0.545     0.00     0.00 -1 -4.35e-16      0.00 7.408e-01 2.587e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 10.450 14.104 12.932 11.516 10.534 9.744 8.798 8.246 8.066
0.00042777 -1.56000 10.04139 0.2000000179 1.6938792467    0.200 -2.051  3.5900  5.102    1  0.000  0.545     0.00     0.00 -1 -7.02e-16      0.00 7.397e-01 2.599e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 9.899 13.210 12.172 10.849 9.927 9.191 8.286 7.725 7.537
0.00042777 -1.56000 10.04139 0.2500000298 1.8403259516    0.250 -1.847  3.6011  5.039    1  0.000  0.545     0.00     0.00 -1 -1.08e-15      0.00 7.396e-01 2.599e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.490e-04 9.388 12.442 11.502 10.249 9.377 8.678 7.807 7.243 7.055
0.00042777 -1.56000 10.04139 0.3000000417 1.9529141188    0.300 -1.691  3.6097  4.997    1  0.000  0.545     0.00     0.00 -1 -1.48e-15      0.00 7.398e-01 2.598e-01 8.070e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 8.999 11.865 10.994 9.794 8.960 8.286 7.441 6.876 6.692
0.00042777 -1.56000 10.04139 0.3221843243 1.9953198433    0.322 -1.633  3.6132  4.984    1  0.000  0.545     0.00     0.00 -1 -1.66e-15      0.00 7.398e-01 2.598e-01 8.069e-05 2.178e-05 1.975e-04 -1.000 4.488e-04 8.853 11.650 10.804 9.624 8.803 8.140 7.305 6.739 6.559
