# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Sun Jun  7 12:18:19 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00042777 -1.56000 10.17609 0.0900000036 1.0816895962    0.090 -3.183  3.4775  5.437    1  0.000  0.545     0.00     0.00 -1 -1.03e-22      0.00 7.474e-01 2.521e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 12.726 20.071 17.326 15.323 13.639 12.038 10.743 10.446 10.349
0.00042777 -1.56000 10.17609 0.0933580324 1.1130994558    0.093 -3.077  3.4926  5.408    1  0.000  0.545     0.00     0.00 -1 -3.88e-22      0.00 7.466e-01 2.529e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 12.463 19.071 16.664 14.698 13.204 11.770 10.534 10.167 10.055
0.00042777 -1.56000 10.17609 0.1000000015 1.1711064577    0.100 -2.880  3.5210  5.354    1  0.000  0.545     0.00     0.00 -1 -2.73e-20      0.00 7.450e-01 2.546e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 11.969 17.398 15.516 13.689 12.436 11.272 10.136 9.676 9.537
0.00042777 -1.56000 10.17609 0.1199999973 1.3193154335    0.120 -2.593  3.5520  5.269    1  0.000  0.545     0.00     0.00 -1 -3.91e-20      0.00 7.416e-01 2.580e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 11.251 15.623 14.169 12.569 11.478 10.548 9.519 8.997 8.835
0.00042777 -1.56000 10.17609 0.1400000006 1.4384527206    0.140 -2.409  3.5672  5.214    1  0.000  0.545     0.00     0.00 -1 -3.05e-21      0.00 7.392e-01 2.604e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 10.792 14.707 13.434 11.948 10.925 10.087 9.109 8.567 8.393
0.00042777 -1.56000 10.17609 0.1599999964 1.5372931957    0.160 -2.264  3.5773  5.167    1  0.000  0.545     0.00     0.00 -1 -8.83e-23      0.00 7.376e-01 2.619e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 10.430 14.072 12.904 11.491 10.512 9.724 8.779 8.227 8.046
0.00042777 -1.56000 10.17609 0.2000000179 1.6938792467    0.200 -2.042  3.5903  5.094    1  0.000  0.545     0.00     0.00 -1 -1.47e-21      0.00 7.366e-01 2.629e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 9.875 13.179 12.144 10.823 9.903 9.168 8.264 7.702 7.514
0.00042777 -1.56000 10.17609 0.2500000298 1.8403259516    0.250 -1.840  3.6013  5.034    1  0.000  0.545     0.00     0.00 -1  -5.4e-23      0.00 7.369e-01 2.627e-01 8.072e-05 2.178e-05 1.975e-04 -1.000 4.490e-04 9.371 12.419 11.481 10.230 9.360 8.662 7.791 7.226 7.038
0.00042777 -1.56000 10.17609 0.3000000417 1.9529141188    0.300 -1.687  3.6100  4.994    1  0.000  0.545     0.00     0.00 -1 -2.09e-24      0.00 7.370e-01 2.625e-01 8.070e-05 2.178e-05 1.975e-04 -1.000 4.489e-04 8.988 11.848 10.980 9.782 8.948 8.276 7.432 6.866 6.682
0.00042777 -1.56000 10.17609 0.3340913355 2.0165455341    0.334 -1.600  3.6153  4.975    1  0.000  0.545     0.00     0.00 -1 -1.84e-24      0.00 7.368e-01 2.627e-01 8.067e-05 2.178e-05 1.975e-04 -1.000 4.939e-04 8.770 11.525 10.695 9.526 8.714 8.057 7.228 6.662 6.484
