# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Wed May 20 08:46:52 CEST 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00015547 -2.00000 10.14613 0.0936335474 1.1156111956    0.094 -3.045  3.5142  5.462    1  0.000  0.545     0.00     0.00 -1 -2.76e-18      0.00 7.467e-01 2.531e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.637e-04 12.382 18.191 16.010 14.120 12.803 11.603 10.498 10.214 10.139
0.00015547 -2.00000 10.14613 0.0968806148 1.1445078850    0.097 -2.944  3.5281  5.432    1  0.000  0.545     0.00     0.00 -1 -4.83e-18      0.00 7.458e-01 2.540e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.637e-04 12.131 17.396 15.480 13.679 12.454 11.369 10.295 9.951 9.854
0.00015547 -2.00000 10.14613 0.1035686582 1.2002434731    0.103 -2.748  3.5554  5.374    1  0.000  0.545     0.00     0.00 -1 -1.44e-17      0.00 7.439e-01 2.560e-01 2.943e-05 7.939e-06 7.201e-05 -1.000 1.637e-04 11.641 15.931 14.459 12.877 11.792 10.902 9.902 9.465 9.337
0.00015547 -2.00000 10.14613 0.1234388798 1.3415665627    0.123 -2.472  3.5832  5.285    1  0.000  0.545     0.00     0.00 -1 -8.63e-17      0.00 7.402e-01 2.597e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.637e-04 10.950 14.397 13.288 11.927 10.976 10.225 9.307 8.805 8.656
0.00015547 -2.00000 10.14613 0.1433091164 1.4560320377    0.143 -2.294  3.5966  5.226    1  0.000  0.545     0.00     0.00 -1 -8.04e-17      0.00 7.379e-01 2.620e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.637e-04 10.505 13.597 12.638 11.373 10.488 9.783 8.905 8.384 8.223
0.00015547 -2.00000 10.14613 0.1631793380 1.5515257120    0.163 -2.155  3.6053  5.178    1  0.000  0.545     0.00     0.00 -1 -2.47e-18      0.00 7.367e-01 2.632e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.636e-04 10.157 13.041 12.169 10.960 10.117 9.436 8.585 8.056 7.890
0.00015547 -2.00000 10.14613 0.2029198259 1.7036917210    0.203 -1.941  3.6170  5.106    1  0.000  0.545     0.00     0.00 -1  -1.2e-17      0.00 7.362e-01 2.636e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.636e-04 9.623 12.246 11.483 10.341 9.551 8.902 8.085 7.552 7.382
0.00015547 -2.00000 10.14613 0.2525954247 1.8468697071    0.252 -1.746  3.6276  5.049    1  0.000  0.545     0.00     0.00 -1 -2.53e-17      0.00 7.365e-01 2.633e-01 2.943e-05 7.940e-06 7.201e-05 -1.000 1.636e-04 9.136 11.537 10.867 9.781 9.036 8.414 7.629 7.097 6.931
0.00015547 -2.00000 10.14613 0.3022710085 1.9574397802    0.302 -1.596  3.6365  5.012    1  0.000  0.545     0.00     0.00 -1 -2.43e-19      0.00 7.364e-01 2.634e-01 2.942e-05 7.941e-06 7.201e-05 -1.000 1.637e-04 8.761 10.986 10.390 9.348 8.639 8.038 7.279 6.754 6.592
0.00015547 -2.00000 10.14613 0.3519465625 2.0465965271    0.352 -1.471  3.6448  4.987    1  0.000  0.544     0.00     0.00 -1 -1.22e-15      0.00 7.365e-01 2.634e-01 2.939e-05 7.943e-06 7.201e-05 -1.000 1.636e-04 8.448 10.519 9.990 8.985 8.306 7.725 6.989 6.472 6.317
