Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.00049103 -1.50000 10.20412 0.0900000036 1.0816895962    0.090 -3.179  3.4757  5.426    1  0.000  0.545     0.00     0.00 -1  -1.1e-28      0.00 7.472e-01 2.523e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.941e-04 12.719 20.109 17.375 15.375 13.675 12.048 10.733 10.420 10.317
0.00049103 -1.50000 10.20412 0.0916949362 1.0977303982    0.092 -3.128  3.4829  5.412    1  0.000  0.545     0.00     0.00 -1 -1.76e-28      0.00 7.467e-01 2.528e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.940e-04 12.591 19.634 17.056 15.069 13.463 11.915 10.630 10.285 10.174
0.00049103 -1.50000 10.20412 0.1000000015 1.1711064577    0.100 -2.891  3.5168  5.348    1  0.000  0.545     0.00     0.00 -1  -2.6e-27      0.00 7.447e-01 2.548e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.939e-04 11.997 17.571 15.637 13.793 12.513 11.308 10.152 9.690 9.547
0.00049103 -1.50000 10.20412 0.1199999973 1.3193154335    0.120 -2.605  3.5478  5.265    1  0.000  0.545     0.00     0.00 -1 -3.73e-28      0.00 7.412e-01 2.583e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.941e-04 11.282 15.774 14.279 12.651 11.544 10.583 9.538 9.014 8.849
0.00049103 -1.50000 10.20412 0.1400000006 1.4384527206    0.140 -2.421  3.5632  5.210    1  0.000  0.545     0.00     0.00 -1 -2.05e-28      0.00 7.387e-01 2.608e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.942e-04 10.823 14.852 13.537 12.023 10.984 10.121 9.128 8.585 8.409
0.00049103 -1.50000 10.20412 0.1599999964 1.5372931957    0.160 -2.276  3.5733  5.164    1  0.000  0.545     0.00     0.00 -1    -1e-30      0.00 7.372e-01 2.623e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.941e-04 10.461 14.206 13.001 11.561 10.566 9.757 8.798 8.245 8.061
0.00049103 -1.50000 10.20412 0.2000000179 1.6938792467    0.200 -2.054  3.5864  5.090    1  0.000  0.545     0.00     0.00 -1 -3.91e-27      0.00 7.361e-01 2.634e-01 8.884e-05 2.397e-05 2.174e-04 -1.000 4.941e-04 9.904 13.310 12.236 10.887 9.950 9.199 8.281 7.718 7.528
0.00049103 -1.50000 10.20412 0.2500000298 1.8403259516    0.250 -1.852  3.5975  5.030    1  0.000  0.545     0.00     0.00 -1 -4.56e-27      0.00 7.364e-01 2.631e-01 8.883e-05 2.397e-05 2.174e-04 -1.000 4.941e-04 9.400 12.544 11.570 10.293 9.405 8.693 7.810 7.242 7.052
0.00049103 -1.50000 10.20412 0.3000000417 1.9529141188    0.300 -1.699  3.6061  4.991    1  0.000  0.545     0.00     0.00 -1 -3.17e-27      0.00 7.365e-01 2.630e-01 8.881e-05 2.397e-05 2.174e-04 -1.000 4.942e-04 9.019 11.976 11.070 9.845 8.994 8.308 7.451 6.883 6.696
0.00049103 -1.50000 10.20412 0.3317345083 2.0124230385    0.332 -1.618  3.6109  4.973    1  0.000  0.545     0.00     0.00 -1 -5.61e-29      0.00 7.363e-01 2.631e-01 8.879e-05 2.397e-05 2.174e-04 -1.000 5.424e-04 8.816 11.672 10.803 9.607 8.775 8.104 7.262 6.692 6.509
0.00049103 -1.50000 10.20412 0.3500000238 2.0434176922    0.350 -1.575  3.6135  4.963    1  0.000  0.544     0.00     0.00 -1 -1.12e-29      0.00 7.362e-01 2.632e-01 8.877e-05 2.397e-05 2.174e-04 -1.000 5.687e-04 8.708 11.513 10.662 9.480 8.659 7.995 7.160 6.591 6.411
0.00049103 -1.50000 10.20412 0.3813471794 2.0919950008    0.381 -1.479  3.6211  4.935    1  0.000  0.545     0.00     0.00 -1 -4.71e-29      0.00 7.452e-01 2.543e-01 8.882e-05 2.397e-05 2.174e-04 -1.000 5.206e-04 8.468 11.125 10.326 9.187 8.396 7.754 6.941 6.371 6.199
